BU,Region,Month,FY,Revenue_Budget,Revenue_Actual,DirectCost_Budget,DirectCost_Actual,Salaries_Budget,Salaries_Actual,Marketing_Budget,Marketing_Actual,Travel_Budget,Travel_Actual,ITSoftware_Budget,ITSoftware_Actual,Facilities_Budget,Facilities_Actual,ProfFees_Budget,ProfFees_Actual,DA_Budget,DA_Actual
Healthcare & Life Sciences,USA,2024-07,FY24,105739.0,101363.0,60812.0,57288.0,16610.0,17635.0,2196.0,1872.0,1313.0,1519.0,2939.0,3153.0,1892.0,1910.0,986.0,961.0,2630.0,2628.0
Healthcare & Life Sciences,USA,2024-08,FY24,103603.0,102235.0,60164.0,61500.0,16021.0,16799.0,2893.0,2825.0,1058.0,880.0,2790.0,2776.0,1636.0,1635.0,1205.0,1215.0,2795.0,2715.0
Healthcare & Life Sciences,USA,2024-09,FY24,106683.0,110775.0,59810.0,61174.0,15639.0,16734.0,2676.0,2758.0,1483.0,1674.0,2060.0,2004.0,1887.0,1974.0,1173.0,1412.0,2917.0,2969.0
Healthcare & Life Sciences,USA,2024-10,FY24,107882.0,103599.0,62281.0,59200.0,17528.0,18288.0,2367.0,2154.0,1321.0,1123.0,2391.0,2627.0,1557.0,1512.0,678.0,550.0,3108.0,3081.0
Healthcare & Life Sciences,USA,2024-11,FY24,106730.0,102689.0,63362.0,59073.0,15146.0,15409.0,3123.0,2768.0,1021.0,948.0,2284.0,2247.0,1321.0,1371.0,812.0,723.0,2871.0,2874.0
Healthcare & Life Sciences,USA,2024-12,FY24,115778.0,112980.0,68957.0,67504.0,17797.0,18911.0,2508.0,2211.0,1421.0,1693.0,3181.0,3398.0,1428.0,1372.0,1132.0,1497.0,3370.0,3301.0
Healthcare & Life Sciences,USA,2025-01,FY24,102814.0,103541.0,58640.0,60777.0,14700.0,15305.0,2572.0,2293.0,1433.0,1461.0,2278.0,2411.0,1436.0,1480.0,827.0,912.0,2144.0,2128.0
Healthcare & Life Sciences,USA,2025-02,FY24,103355.0,105113.0,59936.0,59650.0,16806.0,17081.0,2421.0,2640.0,1126.0,1131.0,2335.0,2506.0,1897.0,1871.0,639.0,567.0,2077.0,2115.0
Healthcare & Life Sciences,USA,2025-03,FY24,111081.0,116906.0,62082.0,68739.0,16099.0,15725.0,3487.0,3655.0,1387.0,1735.0,2064.0,2134.0,1967.0,1999.0,1013.0,990.0,2668.0,2697.0
Healthcare & Life Sciences,USA,2025-04,FY25,105727.0,108269.0,61804.0,66047.0,14827.0,14839.0,2952.0,3324.0,1364.0,1396.0,2120.0,2158.0,1936.0,1965.0,1077.0,1435.0,2941.0,2924.0
Healthcare & Life Sciences,USA,2025-05,FY25,104926.0,107486.0,56893.0,57929.0,16972.0,17844.0,2297.0,2636.0,1048.0,887.0,2468.0,2502.0,1895.0,1831.0,647.0,827.0,2720.0,2678.0
Healthcare & Life Sciences,USA,2025-06,FY25,112170.0,109202.0,67214.0,63855.0,15906.0,16081.0,3298.0,3154.0,935.0,1052.0,2159.0,2102.0,2007.0,1998.0,1335.0,1713.0,3353.0,3366.0
Healthcare & Life Sciences,USA,2025-07,FY25,113181.0,111472.0,64739.0,64852.0,17035.0,17057.0,3596.0,3828.0,1438.0,1664.0,2625.0,2532.0,1655.0,1669.0,1238.0,1259.0,2375.0,2405.0
Healthcare & Life Sciences,USA,2025-08,FY25,107800.0,113494.0,58614.0,64482.0,16632.0,16949.0,2753.0,2775.0,1306.0,1384.0,2366.0,2289.0,1724.0,1711.0,931.0,1265.0,2684.0,2760.0
Healthcare & Life Sciences,USA,2025-09,FY25,120272.0,125634.0,65864.0,70755.0,17305.0,18127.0,3963.0,3509.0,1141.0,1183.0,3063.0,3338.0,1799.0,1880.0,1156.0,1208.0,2551.0,2562.0
Healthcare & Life Sciences,USA,2025-10,FY25,109227.0,113968.0,61417.0,67451.0,16286.0,16668.0,3481.0,3107.0,1325.0,1092.0,2943.0,3179.0,1499.0,1547.0,976.0,852.0,2565.0,2622.0
Healthcare & Life Sciences,USA,2025-11,FY25,115154.0,114153.0,66092.0,68373.0,18821.0,19240.0,3547.0,3659.0,1535.0,1615.0,2604.0,2607.0,1796.0,1862.0,916.0,1172.0,3068.0,3051.0
Healthcare & Life Sciences,USA,2025-12,FY25,121865.0,123414.0,69763.0,74093.0,20315.0,21350.0,3618.0,4015.0,1578.0,1714.0,3164.0,3314.0,2009.0,1933.0,1140.0,1044.0,3191.0,3206.0
Healthcare & Life Sciences,USA,2026-01,FY25,112955.0,112011.0,62279.0,62184.0,18853.0,18537.0,3845.0,3476.0,919.0,1097.0,2310.0,2419.0,2158.0,2146.0,1225.0,1426.0,2713.0,2639.0
Healthcare & Life Sciences,USA,2026-02,FY25,107661.0,114194.0,60960.0,64744.0,17849.0,17937.0,2569.0,2272.0,936.0,827.0,2093.0,2022.0,1369.0,1343.0,909.0,819.0,2815.0,2785.0
Healthcare & Life Sciences,USA,2026-03,FY25,115946.0,122432.0,65324.0,68488.0,17668.0,17768.0,2972.0,3264.0,1026.0,925.0,2959.0,3034.0,1849.0,1896.0,964.0,838.0,2389.0,2384.0
Healthcare & Life Sciences,Rest of GCC,2023-04,FY23,65559.0,67723.0,38888.0,39728.0,11073.0,11563.0,1553.0,1578.0,885.0,843.0,1447.0,1353.0,1120.0,1087.0,774.0,793.0,1957.0,1990.0
Healthcare & Life Sciences,Rest of GCC,2023-05,FY23,67691.0,68316.0,40255.0,40804.0,9479.0,9679.0,2196.0,2057.0,1002.0,802.0,1850.0,1863.0,1136.0,1175.0,561.0,567.0,1782.0,1791.0
Healthcare & Life Sciences,Rest of GCC,2023-06,FY23,65086.0,68841.0,38033.0,40789.0,9699.0,9830.0,1422.0,1268.0,774.0,727.0,1453.0,1496.0,1280.0,1257.0,657.0,661.0,1472.0,1494.0
Healthcare & Life Sciences,Rest of GCC,2023-07,FY23,67099.0,69209.0,40191.0,41253.0,10319.0,10690.0,1358.0,1436.0,840.0,673.0,1528.0,1654.0,1166.0,1156.0,763.0,932.0,1854.0,1858.0
Healthcare & Life Sciences,Rest of GCC,2023-08,FY23,71774.0,70512.0,39092.0,37103.0,11840.0,12360.0,2159.0,2064.0,983.0,1193.0,1549.0,1474.0,1302.0,1328.0,434.0,468.0,2107.0,2100.0
Healthcare & Life Sciences,Rest of GCC,2023-09,FY23,70927.0,75264.0,39497.0,43874.0,10691.0,10476.0,2071.0,1949.0,924.0,847.0,1627.0,1603.0,1010.0,1051.0,726.0,672.0,1558.0,1588.0
Healthcare & Life Sciences,Rest of GCC,2023-10,FY23,73576.0,70449.0,42243.0,40779.0,11519.0,12010.0,2096.0,2211.0,880.0,733.0,1419.0,1322.0,1036.0,1043.0,542.0,604.0,2047.0,2009.0
Healthcare & Life Sciences,Rest of GCC,2023-11,FY23,75684.0,71465.0,44016.0,42038.0,11170.0,11523.0,2029.0,2296.0,945.0,1202.0,1402.0,1527.0,1170.0,1228.0,579.0,699.0,1867.0,1851.0
Healthcare & Life Sciences,Rest of GCC,2023-12,FY23,81529.0,77939.0,45124.0,42661.0,12441.0,12682.0,1637.0,1487.0,699.0,759.0,1488.0,1566.0,1616.0,1604.0,526.0,500.0,1765.0,1745.0
Healthcare & Life Sciences,Rest of GCC,2024-01,FY23,70063.0,73626.0,39852.0,43381.0,11054.0,11484.0,1753.0,1622.0,613.0,563.0,1500.0,1395.0,1028.0,1058.0,817.0,1034.0,1835.0,1864.0
Healthcare & Life Sciences,Rest of GCC,2024-02,FY23,75238.0,74532.0,41015.0,39365.0,10609.0,10656.0,2461.0,2140.0,669.0,843.0,1687.0,1644.0,1280.0,1224.0,757.0,860.0,1727.0,1715.0
Healthcare & Life Sciences,Rest of GCC,2024-03,FY23,81544.0,79151.0,45174.0,44638.0,13030.0,12654.0,2100.0,2286.0,1155.0,1282.0,1745.0,1900.0,1489.0,1482.0,650.0,595.0,1715.0,1725.0
Healthcare & Life Sciences,Rest of GCC,2024-04,FY24,75648.0,73109.0,41729.0,40961.0,12037.0,12015.0,1991.0,2125.0,841.0,775.0,1965.0,1829.0,1096.0,1089.0,890.0,1115.0,1748.0,1788.0
Healthcare & Life Sciences,Rest of GCC,2024-05,FY24,71301.0,74451.0,39823.0,41370.0,10771.0,10457.0,2053.0,2163.0,599.0,631.0,1879.0,2019.0,1096.0,1063.0,514.0,691.0,1986.0,1967.0
Healthcare & Life Sciences,Rest of GCC,2024-06,FY24,77259.0,75494.0,46272.0,45969.0,11584.0,11974.0,2661.0,2754.0,845.0,745.0,1742.0,1850.0,953.0,926.0,465.0,434.0,1723.0,1736.0
Healthcare & Life Sciences,Rest of GCC,2024-07,FY24,77366.0,75248.0,46200.0,44677.0,12549.0,12456.0,1761.0,2020.0,815.0,682.0,1416.0,1332.0,1108.0,1074.0,736.0,927.0,1581.0,1536.0
Healthcare & Life Sciences,Rest of GCC,2024-08,FY24,71950.0,74878.0,42675.0,45606.0,10806.0,11141.0,1632.0,1398.0,1000.0,1255.0,1310.0,1365.0,1082.0,1113.0,480.0,654.0,1658.0,1632.0
Healthcare & Life Sciences,Rest of GCC,2024-09,FY24,83405.0,81825.0,49749.0,51167.0,14173.0,15122.0,2767.0,2406.0,752.0,949.0,2164.0,2066.0,1253.0,1237.0,800.0,1109.0,1872.0,1821.0
Healthcare & Life Sciences,Rest of GCC,2024-10,FY24,74383.0,77266.0,42557.0,45711.0,11145.0,10876.0,2375.0,2641.0,1038.0,1333.0,1998.0,1913.0,941.0,938.0,742.0,622.0,1866.0,1894.0
Healthcare & Life Sciences,Rest of GCC,2024-11,FY24,78365.0,78279.0,44661.0,44864.0,11728.0,11858.0,2384.0,2538.0,898.0,839.0,1725.0,1873.0,1306.0,1245.0,573.0,528.0,2244.0,2230.0
Healthcare & Life Sciences,Rest of GCC,2024-12,FY24,87750.0,83839.0,50393.0,50392.0,13270.0,13676.0,1932.0,1691.0,975.0,951.0,2092.0,2100.0,1489.0,1478.0,773.0,808.0,2461.0,2434.0
Healthcare & Life Sciences,Rest of GCC,2025-01,FY24,75416.0,78432.0,41783.0,44416.0,11371.0,11133.0,2462.0,2471.0,943.0,1125.0,2056.0,1928.0,948.0,904.0,543.0,498.0,1757.0,1736.0
Healthcare & Life Sciences,Rest of GCC,2025-02,FY24,81760.0,79998.0,45497.0,45739.0,13894.0,15003.0,2558.0,2742.0,1176.0,946.0,1717.0,1834.0,1493.0,1479.0,690.0,792.0,2171.0,2167.0
Healthcare & Life Sciences,Rest of GCC,2025-03,FY24,89103.0,86395.0,48914.0,47416.0,13081.0,13767.0,2416.0,2427.0,1203.0,1418.0,2248.0,2255.0,1634.0,1603.0,635.0,801.0,2404.0,2362.0
Healthcare & Life Sciences,Rest of GCC,2025-04,FY25,81610.0,81042.0,45904.0,46304.0,11740.0,12606.0,1644.0,1797.0,1129.0,1095.0,1811.0,1890.0,1243.0,1278.0,753.0,750.0,1651.0,1679.0
Healthcare & Life Sciences,Rest of GCC,2025-05,FY25,79558.0,83008.0,47509.0,49279.0,12641.0,13100.0,2317.0,2572.0,1182.0,1066.0,1743.0,1771.0,1075.0,1033.0,749.0,802.0,2303.0,2247.0
Healthcare & Life Sciences,Rest of GCC,2025-06,FY25,82809.0,82287.0,44876.0,45782.0,12807.0,12686.0,1742.0,1984.0,827.0,758.0,2037.0,1900.0,1032.0,1034.0,582.0,766.0,1996.0,1955.0
Healthcare & Life Sciences,Rest of GCC,2025-07,FY25,81951.0,81594.0,46605.0,45051.0,13821.0,14723.0,1799.0,1640.0,904.0,1044.0,1864.0,1917.0,1599.0,1613.0,739.0,895.0,1865.0,1810.0
Healthcare & Life Sciences,Rest of GCC,2025-08,FY25,76773.0,81012.0,43296.0,47338.0,11959.0,12798.0,2548.0,2518.0,924.0,1080.0,1603.0,1729.0,1202.0,1226.0,788.0,771.0,2006.0,2043.0
Healthcare & Life Sciences,Rest of GCC,2025-09,FY25,83711.0,86309.0,49724.0,52705.0,12869.0,13772.0,1905.0,1944.0,900.0,1146.0,1707.0,1838.0,1188.0,1203.0,649.0,876.0,2259.0,2289.0
Healthcare & Life Sciences,Rest of GCC,2025-10,FY25,80143.0,80206.0,48049.0,48700.0,13613.0,13319.0,1729.0,1867.0,824.0,845.0,1645.0,1663.0,1258.0,1204.0,815.0,1019.0,1908.0,1936.0
Healthcare & Life Sciences,Rest of GCC,2025-11,FY25,80922.0,81938.0,43750.0,43130.0,13556.0,13637.0,2527.0,2515.0,686.0,737.0,1653.0,1803.0,1062.0,1096.0,894.0,807.0,1633.0,1594.0
Healthcare & Life Sciences,Rest of GCC,2025-12,FY25,88081.0,87716.0,49629.0,48010.0,14349.0,14988.0,1964.0,1880.0,838.0,685.0,2180.0,2090.0,1548.0,1600.0,957.0,1134.0,2393.0,2450.0
Healthcare & Life Sciences,Rest of GCC,2026-01,FY25,80198.0,82086.0,43559.0,42962.0,13086.0,13798.0,2721.0,2619.0,775.0,655.0,1782.0,1957.0,1179.0,1143.0,803.0,749.0,2312.0,2353.0
Healthcare & Life Sciences,Rest of GCC,2026-02,FY25,80435.0,83774.0,44241.0,46143.0,11521.0,11590.0,2287.0,2074.0,760.0,814.0,2203.0,2075.0,1103.0,1087.0,566.0,589.0,1863.0,1851.0
Healthcare & Life Sciences,Rest of GCC,2026-03,FY25,85576.0,90278.0,50396.0,54293.0,12928.0,12636.0,1992.0,1873.0,1043.0,1347.0,1627.0,1654.0,1705.0,1765.0,601.0,827.0,2225.0,2289.0
Retail & Consumer,UAE,2023-04,FY23,323755.0,316400.0,181278.0,180883.0,53911.0,54179.0,10611.0,10554.0,3349.0,3698.0,7722.0,7636.0,5544.0,5396.0,3084.0,4296.0,7228.0,7278.0
Retail & Consumer,UAE,2023-05,FY23,317055.0,324498.0,185247.0,195392.0,50283.0,49106.0,8122.0,7626.0,2873.0,2592.0,5827.0,6329.0,5322.0,5559.0,3309.0,3300.0,7223.0,7285.0
Retail & Consumer,UAE,2023-06,FY23,331846.0,331017.0,198661.0,202270.0,49330.0,47979.0,10853.0,10304.0,3217.0,3441.0,8982.0,9339.0,4641.0,4728.0,3424.0,3988.0,7903.0,7818.0
Retail & Consumer,UAE,2023-07,FY23,313651.0,333414.0,185742.0,191944.0,45722.0,47541.0,6939.0,6323.0,2711.0,2972.0,8253.0,8977.0,4357.0,4173.0,3246.0,3203.0,8537.0,8406.0
Retail & Consumer,UAE,2023-08,FY23,322240.0,332249.0,179527.0,185905.0,51258.0,51253.0,10221.0,8933.0,4772.0,4768.0,6341.0,6337.0,5169.0,5290.0,3403.0,4396.0,9002.0,8743.0
Retail & Consumer,UAE,2023-09,FY23,377493.0,362109.0,221034.0,221469.0,59589.0,58803.0,11664.0,10815.0,4245.0,4359.0,8211.0,8450.0,4747.0,4575.0,3328.0,2971.0,8266.0,8024.0
Retail & Consumer,UAE,2023-10,FY23,346156.0,337042.0,197131.0,200800.0,58226.0,62695.0,8861.0,8833.0,4323.0,4730.0,7646.0,7088.0,6706.0,6629.0,3252.0,2981.0,8433.0,8309.0
Retail & Consumer,UAE,2023-11,FY23,355115.0,345890.0,202620.0,198889.0,57051.0,59710.0,10569.0,11921.0,4670.0,4302.0,6515.0,6947.0,6054.0,6161.0,3617.0,4294.0,8030.0,8009.0
Retail & Consumer,UAE,2023-12,FY23,370267.0,381516.0,213322.0,230328.0,61185.0,59432.0,11687.0,12193.0,5339.0,5333.0,8835.0,9561.0,5979.0,5793.0,3161.0,4103.0,8342.0,8243.0
Retail & Consumer,UAE,2024-01,FY23,368619.0,361739.0,207520.0,201983.0,56158.0,59887.0,11396.0,9990.0,4591.0,5456.0,7905.0,7476.0,6631.0,6916.0,3092.0,3045.0,11011.0,11220.0
Retail & Consumer,UAE,2024-02,FY23,339445.0,357920.0,197482.0,210467.0,54188.0,56932.0,7658.0,7370.0,4388.0,3945.0,6728.0,7338.0,5297.0,5464.0,2415.0,2017.0,7409.0,7524.0
Retail & Consumer,UAE,2024-03,FY23,406912.0,388174.0,229713.0,223538.0,64590.0,68822.0,9152.0,8584.0,4331.0,4064.0,8717.0,8939.0,6439.0,6550.0,2688.0,2249.0,11197.0,10866.0
Retail & Consumer,UAE,2024-04,FY24,383693.0,362483.0,209424.0,200064.0,53801.0,55756.0,13354.0,14401.0,5573.0,5777.0,8200.0,8178.0,5742.0,5966.0,4603.0,5938.0,11284.0,11396.0
Retail & Consumer,UAE,2024-05,FY24,344824.0,364173.0,193571.0,203163.0,49312.0,50311.0,10508.0,11218.0,4902.0,4262.0,8282.0,8915.0,4909.0,5007.0,3755.0,3834.0,9029.0,9115.0
Retail & Consumer,UAE,2024-06,FY24,363465.0,367294.0,200370.0,213245.0,61326.0,64968.0,7360.0,7051.0,3024.0,3640.0,7726.0,7726.0,6126.0,6065.0,3517.0,2985.0,8825.0,9053.0
Retail & Consumer,UAE,2024-07,FY24,399237.0,377199.0,236119.0,232613.0,64688.0,64838.0,9153.0,8173.0,4647.0,5046.0,10607.0,10722.0,5199.0,5353.0,3117.0,3752.0,10176.0,10405.0
Retail & Consumer,UAE,2024-08,FY24,373331.0,375753.0,204190.0,210449.0,54964.0,54595.0,11685.0,12245.0,3220.0,3276.0,9392.0,8912.0,7254.0,7546.0,3957.0,3689.0,8428.0,8416.0
Retail & Consumer,UAE,2024-09,FY24,399112.0,418018.0,218771.0,231947.0,64561.0,63266.0,12124.0,13477.0,5796.0,6858.0,9581.0,9925.0,5993.0,6123.0,4157.0,4278.0,10545.0,10584.0
Retail & Consumer,UAE,2024-10,FY24,409218.0,394612.0,226467.0,212774.0,58367.0,57188.0,12730.0,14400.0,5407.0,4639.0,8871.0,9524.0,8034.0,8096.0,2459.0,2059.0,10376.0,10592.0
Retail & Consumer,UAE,2024-11,FY24,397247.0,406035.0,223214.0,233822.0,65108.0,66877.0,11530.0,10569.0,4277.0,4573.0,8980.0,8495.0,7763.0,8025.0,3575.0,3838.0,10334.0,10114.0
Retail & Consumer,UAE,2024-12,FY24,463759.0,447577.0,269990.0,265020.0,69224.0,74688.0,10134.0,11645.0,6004.0,6239.0,12191.0,12302.0,8178.0,8077.0,5513.0,5512.0,13115.0,12887.0
Retail & Consumer,UAE,2025-01,FY24,436120.0,420458.0,253833.0,237413.0,72380.0,71634.0,11912.0,11525.0,6494.0,7336.0,11551.0,12688.0,7145.0,7029.0,4391.0,6122.0,12027.0,11948.0
Retail & Consumer,UAE,2025-02,FY24,413891.0,424955.0,240795.0,242878.0,68577.0,69490.0,9090.0,9778.0,4993.0,6004.0,10967.0,11490.0,6482.0,6264.0,2825.0,3440.0,9483.0,9281.0
Retail & Consumer,UAE,2025-03,FY24,473822.0,460108.0,276768.0,259766.0,76654.0,79208.0,14297.0,16392.0,4280.0,5458.0,10553.0,11308.0,9196.0,8825.0,5612.0,5094.0,9725.0,10005.0
Retail & Consumer,UAE,2025-04,FY25,435644.0,430816.0,260595.0,262596.0,66270.0,64530.0,10287.0,10252.0,5583.0,7131.0,10685.0,10552.0,7639.0,7865.0,4335.0,5491.0,12481.0,12594.0
Retail & Consumer,UAE,2025-05,FY25,438952.0,431028.0,246708.0,236220.0,62541.0,64030.0,13183.0,13222.0,3582.0,3892.0,10415.0,10095.0,7885.0,8117.0,3111.0,3393.0,11609.0,11563.0
Retail & Consumer,UAE,2025-06,FY25,415421.0,436397.0,225910.0,248421.0,68070.0,67412.0,13374.0,11447.0,4940.0,5277.0,10852.0,10938.0,6710.0,6767.0,4272.0,5443.0,8824.0,8958.0
Retail & Consumer,UAE,2025-07,FY25,470192.0,448780.0,259000.0,251674.0,68365.0,70486.0,15050.0,13348.0,4186.0,3780.0,9221.0,9417.0,8845.0,8434.0,5586.0,6165.0,11113.0,11143.0
Retail & Consumer,UAE,2025-08,FY25,475812.0,451680.0,256941.0,241665.0,80120.0,82294.0,15103.0,15824.0,5288.0,5756.0,11872.0,12039.0,9463.0,9323.0,4391.0,4066.0,9987.0,10179.0
Retail & Consumer,UAE,2025-09,FY25,471099.0,489419.0,262865.0,283674.0,79485.0,82365.0,10949.0,10486.0,4193.0,4659.0,8830.0,8529.0,7092.0,7378.0,3957.0,3363.0,10619.0,10571.0
Retail & Consumer,UAE,2025-10,FY25,461049.0,459071.0,250918.0,257478.0,78314.0,81967.0,10553.0,10148.0,5810.0,7032.0,11088.0,11039.0,6099.0,6399.0,3966.0,3234.0,12004.0,11700.0
Retail & Consumer,UAE,2025-11,FY25,435140.0,456505.0,249293.0,253908.0,69277.0,69964.0,10880.0,10140.0,6128.0,5594.0,7875.0,7780.0,8594.0,8490.0,2885.0,3910.0,9467.0,9597.0
Retail & Consumer,UAE,2025-12,FY25,515164.0,496036.0,293323.0,285630.0,82948.0,88356.0,14565.0,15035.0,7354.0,6511.0,14149.0,14009.0,7605.0,7789.0,6083.0,6807.0,13367.0,13647.0
Retail & Consumer,UAE,2026-01,FY25,440643.0,461257.0,238198.0,251961.0,63746.0,62720.0,11317.0,12116.0,3688.0,4288.0,12226.0,12805.0,6166.0,6233.0,4513.0,4106.0,13159.0,13395.0
Retail & Consumer,UAE,2026-02,FY25,453185.0,465713.0,256351.0,276051.0,75429.0,79920.0,11138.0,12334.0,6631.0,6653.0,9575.0,8964.0,5726.0,5858.0,5288.0,4754.0,9324.0,9460.0
Retail & Consumer,UAE,2026-03,FY25,510654.0,511092.0,302543.0,317168.0,77987.0,80011.0,15811.0,15715.0,5926.0,7698.0,13727.0,14353.0,7784.0,7875.0,5855.0,7304.0,13860.0,14028.0
Retail & Consumer,KSA,2023-04,FY23,237711.0,225510.0,140107.0,138332.0,37046.0,38417.0,6920.0,7885.0,3024.0,3753.0,5523.0,5305.0,2995.0,3097.0,2159.0,2961.0,5759.0,5717.0
Retail & Consumer,KSA,2023-05,FY23,216093.0,226610.0,128541.0,133095.0,33748.0,35581.0,4704.0,4421.0,2173.0,1970.0,5484.0,5607.0,2969.0,2911.0,2506.0,2972.0,6106.0,5936.0
Retail & Consumer,KSA,2023-06,FY23,231766.0,228537.0,131943.0,129599.0,36727.0,36953.0,5866.0,4995.0,3298.0,2945.0,4993.0,4685.0,3694.0,3541.0,2106.0,1879.0,4922.0,4918.0
Retail & Consumer,KSA,2023-07,FY23,231921.0,227642.0,128384.0,125962.0,34551.0,35142.0,5272.0,5765.0,2032.0,2071.0,6121.0,5810.0,3439.0,3416.0,1891.0,2500.0,5099.0,5004.0
Retail & Consumer,KSA,2023-08,FY23,222834.0,225690.0,130277.0,137600.0,32268.0,32006.0,6059.0,6359.0,2197.0,2220.0,5237.0,5572.0,3947.0,3878.0,2359.0,3135.0,5575.0,5717.0
Retail & Consumer,KSA,2023-09,FY23,240664.0,243917.0,131543.0,129758.0,33846.0,33410.0,6618.0,7149.0,2324.0,2647.0,5155.0,5649.0,4308.0,4280.0,1862.0,2032.0,6644.0,6543.0
Retail & Consumer,KSA,2023-10,FY23,230450.0,230140.0,127892.0,131940.0,38237.0,41272.0,5464.0,5990.0,2164.0,2496.0,6015.0,6293.0,3692.0,3574.0,2755.0,3181.0,6071.0,5972.0
Retail & Consumer,KSA,2023-11,FY23,216335.0,229022.0,129676.0,143340.0,33054.0,34304.0,4622.0,3999.0,2347.0,2237.0,5264.0,5062.0,3178.0,3171.0,1960.0,2325.0,4985.0,4916.0
Retail & Consumer,KSA,2023-12,FY23,237698.0,242025.0,134319.0,135795.0,33617.0,32760.0,4940.0,5303.0,2254.0,2335.0,6438.0,6040.0,3204.0,3348.0,1945.0,1911.0,4984.0,4839.0
Retail & Consumer,KSA,2024-01,FY23,242133.0,232053.0,135564.0,133880.0,36524.0,38557.0,6763.0,6502.0,3039.0,2750.0,5288.0,5709.0,3158.0,3235.0,1628.0,1875.0,7051.0,7116.0
Retail & Consumer,KSA,2024-02,FY23,237156.0,231471.0,141234.0,134085.0,37091.0,37377.0,7323.0,8399.0,2233.0,2591.0,4373.0,4174.0,3890.0,3794.0,2671.0,3505.0,6894.0,7091.0
Retail & Consumer,KSA,2024-03,FY23,249127.0,250677.0,145251.0,152558.0,35384.0,35953.0,8463.0,8473.0,2031.0,2233.0,6220.0,5867.0,3080.0,3100.0,2682.0,3262.0,6828.0,6786.0
Retail & Consumer,KSA,2024-04,FY24,252360.0,241624.0,150985.0,141729.0,41014.0,41517.0,7997.0,7759.0,2498.0,2228.0,4946.0,4744.0,4435.0,4603.0,2711.0,2910.0,6833.0,6843.0
Retail & Consumer,KSA,2024-05,FY24,233996.0,242121.0,136302.0,142876.0,33961.0,33113.0,5516.0,4753.0,2115.0,2626.0,6382.0,6182.0,4288.0,4349.0,1754.0,2270.0,5931.0,5754.0
Retail & Consumer,KSA,2024-06,FY24,246116.0,243049.0,138353.0,132780.0,39665.0,40872.0,7588.0,7379.0,3022.0,2908.0,4571.0,4877.0,4576.0,4448.0,2902.0,2629.0,7314.0,7330.0
Retail & Consumer,KSA,2024-07,FY24,258532.0,250180.0,151715.0,143141.0,41979.0,42483.0,7706.0,8561.0,3216.0,3459.0,6765.0,6492.0,3658.0,3688.0,2804.0,3510.0,5573.0,5483.0
Retail & Consumer,KSA,2024-08,FY24,250949.0,254968.0,149096.0,147579.0,36499.0,36147.0,8265.0,7494.0,2869.0,3342.0,6142.0,5674.0,3338.0,3230.0,2099.0,2445.0,5193.0,5060.0
Retail & Consumer,KSA,2024-09,FY24,282270.0,269060.0,168860.0,156925.0,43979.0,46175.0,9066.0,9347.0,3005.0,2435.0,7414.0,7840.0,4843.0,4622.0,2114.0,1797.0,6048.0,6094.0
Retail & Consumer,KSA,2024-10,FY24,266559.0,252432.0,159258.0,147111.0,43205.0,43517.0,8160.0,7431.0,3029.0,3276.0,5982.0,5679.0,3906.0,3771.0,1689.0,2053.0,7004.0,6846.0
Retail & Consumer,KSA,2024-11,FY24,245959.0,258269.0,137197.0,145504.0,40606.0,40021.0,8285.0,7102.0,2703.0,2362.0,6039.0,5801.0,4681.0,4627.0,2781.0,3598.0,5196.0,5093.0
Retail & Consumer,KSA,2024-12,FY24,258101.0,271055.0,154177.0,161336.0,40901.0,40206.0,8737.0,9838.0,3683.0,4060.0,5105.0,5184.0,4335.0,4413.0,1781.0,2138.0,5940.0,6053.0
Retail & Consumer,KSA,2025-01,FY24,245526.0,257778.0,146082.0,156745.0,41245.0,43686.0,7530.0,6573.0,1968.0,2493.0,4784.0,4966.0,3575.0,3536.0,2536.0,3224.0,6085.0,5927.0
Retail & Consumer,KSA,2025-02,FY24,275568.0,261165.0,153411.0,141351.0,46803.0,46335.0,7103.0,6718.0,3022.0,3465.0,6101.0,6484.0,4042.0,4164.0,2735.0,2592.0,6665.0,6664.0
Retail & Consumer,KSA,2025-03,FY24,279900.0,278813.0,164941.0,164086.0,44064.0,44787.0,8024.0,8490.0,3705.0,4266.0,5697.0,5244.0,5584.0,5314.0,2617.0,3597.0,8176.0,7960.0
Retail & Consumer,KSA,2025-04,FY25,276263.0,265166.0,163549.0,162535.0,41119.0,40537.0,9061.0,10344.0,3976.0,3663.0,7260.0,6752.0,3620.0,3787.0,2824.0,2899.0,5598.0,5754.0
Retail & Consumer,KSA,2025-05,FY25,272881.0,266442.0,158207.0,150128.0,45059.0,48022.0,5581.0,5355.0,2334.0,1957.0,6465.0,6895.0,3601.0,3487.0,2855.0,3566.0,7364.0,7275.0
Retail & Consumer,KSA,2025-06,FY25,262919.0,268153.0,154303.0,161333.0,39071.0,38569.0,8733.0,7507.0,3486.0,3666.0,4761.0,5094.0,4585.0,4757.0,2452.0,3182.0,7675.0,7676.0
Retail & Consumer,KSA,2025-07,FY25,270601.0,273102.0,148670.0,157870.0,42118.0,45385.0,5920.0,5408.0,3337.0,3035.0,5368.0,5659.0,4458.0,4610.0,2949.0,3188.0,6260.0,6313.0
